Entity;Type;Criteria;Request;SmartSearch label EN;SmartSearch label FR
Application;predicate;likeSensitivityLevel;Application/ApplicationInfo.sensitivityLevel LIKE '{sensitivityLevelParam.value}';which sensitivity level contains;dont le niveau de sensibilité contient
Application;predicate;startSensitivityLevel;Application/ApplicationInfo.sensitivityLevel LIKE '{sensitivityLevelParam.value}%';which sensitivity level starts with;dont le niveau de sensibilité démarre par
Application;predicate;endSensitivityLevel;Application/ApplicationInfo.sensitivityLevel LIKE '%{sensitivityLevelParam.value}';which sensitivity level ends with;dont le niveau de sensibilité se termine par
Application;predicate;eqSensitivityReason;Application/ApplicationInfo.sensitivityReason = '{sensitivityReasonParam.value}';which sensitivity detail is equal to;dont le détail de la sensibilité est égal à
Application;predicate;neSensitivityReason;(Application/ApplicationInfo.sensitivityReason != '{sensitivityReasonParam.value}') or (Application/ApplicationInfo.sensitivityReason IS NULL);which sensitivity detail is not equal to;dont le détail de la sensibilité n'est pas égal à
Application;predicate;inSensitivityReason;Application/ApplicationInfo.sensitivityReason IN '{sensitivityReasonParam.value}';which sensitivity detail is in;dont le détail de la sensibilité est dans
Application;predicate;likeSensitivityReason;Application/ApplicationInfo.sensitivityReason LIKE '{sensitivityReasonParam.value}';which sensitivity detail contains;dont le détail de la sensibilité contient
Application;predicate;startSensitivityReason;Application/ApplicationInfo.sensitivityReason LIKE '{sensitivityReasonParam.value}%';which sensitivity detail starts with;dont le détail de la sensibilité démarre par
Application;predicate;endSensitivityReason;Application/ApplicationInfo.sensitivityReason LIKE '%{sensitivityReasonParam.value}';which sensitivity detail ends with;dont le détail de la sensibilité se termine par
Application;relationship;manager;Application/Manager/Identity.recordUid IS NOT NULL;managed by identities;gérées par des identités
Application;relationship;identityusage;Application/Usage/Identity.recordUid IS NOT NULL;used by identities;utilisées par des identités
Application;relationship;accountusage;Application/Usage/Account.recordUid IS NOT NULL;used by accounts;utilisées par des comptes
Application;relationship;account;Application/AccountApp/Account.recordUid IS NOT NULL;accessible to accounts;accessibles à des comptes
Application;relationship;identity;Application/AccountApp/Account/Reconciliation/Identity.recordUid IS NOT NULL;accessible to identities;accessibles à des identités
Application;relationship;permission;Application/Permission.recordUid IS NOT NULL;containing permissions;contenant des permissions
Application;relationship;usage;Application/Usage.recordUid IS NOT NULL;with uses;ayant des usages
Application;relationship;controldiscrepancy;Application/ControlDiscrepancy.recordUid IS NOT NULL;being in discrepancy;qui sont en écart
Permission;predicate;eqCode;Permission.code = '{codeParam.value}';which code is equal to;dont le code est égal à
Permission;predicate;neCode;(Permission.code != '{codeParam.value}') or (Permission.code IS NULL);which code is not equal to;dont le code n'est pas égal à
Permission;predicate;inCode;Permission.code IN '{codeParam.value}';which code is in;dont le code est dans
Permission;predicate;likeCode;Permission.code LIKE '{codeParam.value}';which code contains;dont le code contient
Permission;predicate;startCode;Permission.code LIKE '{codeParam.value}%';which code starts with;dont le code démarre par
Permission;predicate;endCode;Permission.code LIKE '%{codeParam.value}';which code ends with;dont le code se termine par
Permission;predicate;eqDisplayName;Permission.displayName = '{displayNameParam.value}';which name is equal to;dont le nom est égal à
Permission;predicate;neDisplayName;(Permission.displayName != '{displayNameParam.value}') or (Permission.displayName IS NULL);which name is not equal to;dont le nom n'est pas égal à
Permission;predicate;inDisplayName;Permission.displayName IN '{displayNameParam.value}';which name is in;dont le nom est dans
Permission;predicate;likeDisplayName;Permission.displayName LIKE '{displayNameParam.value}';which name contains;dont le nom contient
Permission;predicate;startDisplayName;Permission.displayName LIKE '{displayNameParam.value}%';which name starts with;dont le nom démarre par
Permission;predicate;endDisplayName;Permission.displayName LIKE '%{displayNameParam.value}';which name ends with;dont le nom se termine par
Permission;predicate;eqAppName;(Permission.displayName = '{nameParam.value}') and (Permission/Application.code = '{appParam.value}');which application/name is equal to;dont l'application/nom est égal à
Permission;predicate;inAppName;(Permission.displayName IN '{nameParam.value}') and (Permission/Application.code = '{appParam.value}');which application/name is in;dont l'application/nom est dans
Permission;predicate;eqAppCode;(Permission.code = '{codeParam.value}') and (Permission/Application.code = '{appParam.value}');which application and code is equal to;dont l'application et le code est égal à
Permission;predicate;inAppCode;(Permission.code IN '{codeParam.value}') and (Permission/Application.code = '{appParam.value}');which application and code is in;dont l'application et le code est dans
Permission;predicate;eqPermissionType;Permission.permissionType = '{permissionTypeParam.value}';which type is equal to;dont le type est égal à
Permission;predicate;nePermissionType;(Permission.permissionType != '{permissionTypeParam.value}') or (Permission.permissionType IS NULL);which type is not equal to;dont le type n'est pas égal à
Permission;predicate;inPermissionType;Permission.permissionType IN '{permissionTypeParam.value}';which type is in;dont le type est dans
Permission;predicate;likePermissionType;Permission.permissionType LIKE '{permissionTypeParam.value}';which type contains;dont le type contient
Permission;predicate;startPermissionType;Permission.permissionType LIKE '{permissionTypeParam.value}%';which type starts with;dont le type démarre par
Permission;predicate;endPermissionType;Permission.permissionType LIKE '%{permissionTypeParam.value}';which type ends with;dont le type se termine par
Permission;predicate;eqRoot;Permission/DirectHierarchy.recordUid IS NULL;with no parent (root) ;racines (sans parent)
Permission;predicate;neRoot;Permission/DirectHierarchy.recordUid IS NOT NULL;that are not root;non racine
Permission;predicate;eqManaged;Permission/PermissionInfo.managed = '1';managed;gérées
Permission;predicate;neManaged;(Permission/PermissionInfo.managed = '0') or (Permission/PermissionInfo.managed IS NULL);not managed;non gérées
Permission;predicate;isNew;Permission.importAction = 'C';new in this timeslot;nouvelles dans cette période
Permission;predicate;isModified;Permission.importAction = 'U';modified since previous timeslot;modifiées depuis la période précédente
Permission;predicate;isSame;Permission.importAction = 'N';identical to the previous timeslot;identiques à la période précédente
Permission;predicate;willBeDeleted;Permission.deletedAction = '1';that do not exist in the next timeslot;n'existant plus dans la période d'analyse suivante
Permission;predicate;wontBeDeleted;(Permission.deletedAction = '0') or (Permission.deletedAction IS NULL);that still exist in the next timeslot;existant dans la période d'analyse suivante
Permission;predicate;eqUid;Permission.uid = '{uidParam.value}';which internal identifier is equal to;dont l'identifiant interne est égal à
Permission;predicate;inUid;Permission.uid IN '{uidParam.value}';which internal identifier is in;dont l'identifiant interne est dans
Permission;predicate;eqDescription;Permission/PermissionInfo.description = '{descriptionParam.value}';which description is equal to;dont la description est égal à
Permission;predicate;neDescription;(Permission/PermissionInfo.description != '{descriptionParam.value}') or (Permission/PermissionInfo.description IS NULL);which description is not equal to;dont la description n'est pas égal à
Permission;predicate;inDescription;Permission/PermissionInfo.description IN '{descriptionParam.value}';which description is in;dont la description est dans
Permission;predicate;likeDescription;Permission/PermissionInfo.description LIKE '{descriptionParam.value}';which description contains;dont la description contient
Permission;predicate;startDescription;Permission/PermissionInfo.description LIKE '{descriptionParam.value}%';which description starts with;dont la description démarre par
Permission;predicate;endDescription;Permission/PermissionInfo.description LIKE '%{descriptionParam.value}';which description ends with;dont la description se termine par
Permission;predicate;eqSensitivityLevel;Permission/PermissionInfo.sensitivityLevel = '{sensitivityLevelParam.value}';which sensitivity level is equal to;dont le niveau de sensibilité est égal à
Permission;predicate;neSensitivityLevel;(Permission/PermissionInfo.sensitivityLevel != '{sensitivityLevelParam.value}') or (Permission/PermissionInfo.sensitivityLevel IS NULL);which sensitivity level is not equal to;dont le niveau de sensibilité n'est pas égal à
Permission;predicate;inSensitivityLevel;Permission/PermissionInfo.sensitivityLevel IN '{sensitivityLevelParam.value}';which sensitivity level is in;dont le niveau de sensibilité est dans
Permission;predicate;likeSensitivityLevel;Permission/PermissionInfo.sensitivityLevel LIKE '{sensitivityLevelParam.value}';which sensitivity level contains;dont le niveau de sensibilité contient
Permission;predicate;startSensitivityLevel;Permission/PermissionInfo.sensitivityLevel LIKE '{sensitivityLevelParam.value}%';which sensitivity level starts with;dont le niveau de sensibilité démarre par
Permission;predicate;endSensitivityLevel;Permission/PermissionInfo.sensitivityLevel LIKE '%{sensitivityLevelParam.value}';which sensitivity level ends with;dont le niveau de sensibilité se termine par
Permission;predicate;eqSensitivityReason;Permission/PermissionInfo.sensitivityReason = '{sensitivityReasonParam.value}';which sensitivity detail is equal to;dont le détail de la sensibilité est égal à
Permission;predicate;neSensitivityReason;(Permission/PermissionInfo.sensitivityReason != '{sensitivityReasonParam.value}') or (Permission/PermissionInfo.sensitivityReason IS NULL);which sensitivity detail is not equal to;dont le détail de la sensibilité n'est pas égal à
Permission;predicate;inSensitivityReason;Permission/PermissionInfo.sensitivityReason IN '{sensitivityReasonParam.value}';which sensitivity detail is in;dont le détail de la sensibilité est dans
Permission;predicate;likeSensitivityReason;Permission/PermissionInfo.sensitivityReason LIKE '{sensitivityReasonParam.value}';which sensitivity detail contains;dont le détail de la sensibilité contient
Permission;predicate;startSensitivityReason;Permission/PermissionInfo.sensitivityReason LIKE '{sensitivityReasonParam.value}%';which sensitivity detail starts with;dont le détail de la sensibilité démarre par
Permission;predicate;endSensitivityReason;Permission/PermissionInfo.sensitivityReason LIKE '%{sensitivityReasonParam.value}';which sensitivity detail ends with;dont le détail de la sensibilité se termine par
Permission;relationship;uppermission;Permission/DirectHierarchy/Permission.recordUid IS NOT NULL;having direct parent folders;ayant des dossiers parents directs
Permission;relationship;downpermission;Permission/DirectHierarchy/Permission.recordUid IS NOT NULL;having direct sub-folders;ayant des sous-dossiers  directs
Permission;relationship;uprecursivepermission;Permission/Hierarchy/Permission.recordUid IS NOT NULL;having parent folders;ayant des dossiers parents
Permission;relationship;downrecursivepermission;Permission/Hierarchy/Permission.recordUid IS NOT NULL;having sub folders;ayant des sous-dossiers
Permission;relationship;uppermissionlink;Permission/PermLink/Permission.recordUid IS NOT NULL;having direct parent permissions;ayant des permissions parentes directes
Permission;relationship;downpermissionlink;Permission/PermLink/Permission.recordUid IS NOT NULL;having direct child permissions;ayant des permissions filles directes
Permission;relationship;upindirectpermissionlink;Permission/PermLink/Permission.recordUid IS NOT NULL;having parent permissions;ayant des permissions parentes
Permission;relationship;downindirectpermissionlink;Permission/PermLink/Permission.recordUid IS NOT NULL;having child permissions;ayant des permissions filles
Permission;relationship;uprecursivepermissionlink;Permission/PermLink/Permission.recordUid IS NOT NULL;having parent permissions (+ self);ayant des permissions parentes (y.c. soi-même)
Permission;relationship;downrecursivepermissionlink;Permission/PermLink/Permission.recordUid IS NOT NULL;having child permissions  (+ self);ayant des permissions filles  (y.c. soi-même)
Permission;relationship;application;Permission/Application.recordUid IS NOT NULL;in applications;dans des applications
Permission;relationship;accountright;Permission/Permission/PermLink/Permission/AggregatedRight/Account.recordUid IS NOT NULL;accessible by accounts;accessibles par des comptes
Permission;relationship;directaccountright;Permission/Permission/AggregatedRight/Account.recordUid IS NOT NULL;accessible directly by accounts;accessibles directement par des comptes
Permission;relationship;fsdirectaccountright;Permission/Permission/FSRight/Account.recordUid IS NOT NULL;accessible as folders by accounts ;accessibles en tant que dossiers par des comptes 
Permission;relationship;accountusage;Permission/Usage/Account.recordUid IS NOT NULL;used by accounts;utilisées par des comptes
Permission;relationship;identityusage;Permission/Usage/Identity.recordUid IS NOT NULL;used by identities;utilisées par des identités
Permission;relationship;right;Permission/Permission/PermLink/Permission/AggregatedRight.recordUid IS NOT NULL;having rights;ayant des droits
Permission;relationship;usage;Permission/Usage.recordUid IS NOT NULL;with uses;ayant des usages
Permission;relationship;asset;Permission/Support/Asset.recordUid IS NOT NULL;supporting assets;supportant des actifs
Permission;relationship;managers;Permission/Manager/Identity.recordUid IS NOT NULL;managed by identities;gérées par des identités
Permission;relationship;overentitledidentity;Permission/OverEntitlement/Identity.recordUid IS NOT NULL;being over-entitled for identities;étant en sur-allocation pour des identités
Permission;relationship;underentitledidentity;Permission/UnderEntitlement/Identity.recordUid IS NOT NULL;being under-entitled for identities;étant en sous-allocation pour des identités
Permission;relationship;controldiscrepancy;Permission/ControlDiscrepancy.recordUid IS NOT NULL;being in discrepancy;qui sont en écart
Permission;relationship;rootcausediscrepancy;Permission/ControlRootCause/ControlDiscrepancy.recordUid IS NOT NULL;which are root causes of discrepancies;qui sont à l'origine des écarts
Right;predicate;eqPerimeterCode;Right/Perimeter.code = '{perimeterCodeParam.value}';which perimeter code is is equal to;dont le code du périmètre est est égal à
Right;predicate;inPerimeterCode;Right/Perimeter.code IN '{perimeterCodeParam.value}';which perimeter code is is in;dont le code du périmètre est est dans
Right;predicate;likePerimeterCode;Right/Perimeter.code LIKE '{perimeterCodeParam.value}';which perimeter code is contains;dont le code du périmètre est contient
Right;predicate;eqPerimeterDisplayname;Right/Perimeter.displayName = '{perimeterDisplaynameParam.value}';which perimeter is is equal to;dont le périmètre est est égal à
Right;predicate;inPerimeterDisplayname;Right/Perimeter.displayName IN '{perimeterDisplaynameParam.value}';which perimeter is is in;dont le périmètre est est dans
Right;predicate;likePerimeterDisplayname;Right/Perimeter.displayName LIKE '{perimeterDisplaynameParam.value}';which perimeter is contains;dont le périmètre est contient
Right;relationship;account;Right/Account.recordUid IS NOT NULL;for accounts;pour des comptes
Right;relationship;identity;Right/Account/Reconciliation/Identity.recordUid IS NOT NULL;for identities;pour des identités
Right;relationship;permission;Right/Permission/Permission.recordUid IS NOT NULL;on permissions;sur des permissions
Right;relationship;application;Right/Permission/Application.recordUid IS NOT NULL;on applications;sur des applications
Usage;predicate;eqDisplayName;Usage.displayName = '{displayNameParam.value}';which name is equal to;dont le nom est égal à
Usage;predicate;inDisplayName;Usage.displayName IN '{displayNameParam.value}';which name is in;dont le nom est dans
Usage;predicate;likeDisplayName;Usage.displayName LIKE '{displayNameParam.value}';which name contains;dont le nom contient
Usage;predicate;eqAggregate;Usage.aggregate = '{aggregateParam.value}';which type is equal to;dont le type est égal à
Usage;predicate;inAggregate;Usage.aggregate IN '{aggregateParam.value}';which type is in;dont le type est dans
Usage;predicate;likeAggregate;Usage.aggregate LIKE '{aggregateParam.value}';which type contains;dont le type contient
Usage;predicate;eqCounter;Usage.counter = '{parseInt(counterParam.value, 10)}';which occurrence count is equal to;dont le nombre d'occurrences est égal à
Usage;predicate;ltCounter;Usage.counter < '{parseInt(counterParam.value, 10)}';which occurrence count is less than;dont le nombre d'occurrences est plus petit que
Usage;predicate;gtCounter;Usage.counter > '{parseInt(counterParam.value, 10)}';which occurrence count is greater than;dont le nombre d'occurrences est plus grand que
Usage;predicate;ltFirstDate;Usage.firstDate < '{firstDateParam.value}';which start is less than;qui commencent est plus petit que
Usage;predicate;gtFirstDate;Usage.firstDate > '{firstDateParam.value}';which start is greater than;qui commencent est plus grand que
Usage;predicate;betweenFirstDate;Usage.firstDate > '{firstFirstDateParam.value}' and Usage.firstDate < '{secondFirstDateParam.value}';which start;qui commencent
Usage;predicate;ltLastDate;Usage.lastDate < '{lastDateParam.value}';which end is less than;qui finissent est plus petit que
Usage;predicate;gtLastDate;Usage.lastDate > '{lastDateParam.value}';which end is greater than;qui finissent est plus grand que
Usage;predicate;betweenLastDate;Usage.lastDate > '{firstLastDateParam.value}' and Usage.lastDate < '{secondLastDateParam.value}';which end;qui finissent
Usage;relationship;account;Usage/Account.recordUid IS NOT NULL;by accounts;par des comptes
Usage;relationship;identity;Usage/Identity.recordUid IS NOT NULL;by identities;par des identités
Usage;relationship;permission;Usage/Permission.recordUid IS NOT NULL;of permissions;de permissions
Usage;relationship;application;Usage/Application.recordUid IS NOT NULL;of applications;d'applications
Group;predicate;eqCode;Group.code = '{codeParam.value}';which code is equal to;dont le code est égal à
Group;predicate;neCode;(Group.code != '{codeParam.value}') or (Group.code IS NULL);which code is not equal to;dont le code n'est pas égal à
Group;predicate;inCode;Group.code IN '{codeParam.value}';which code is in;dont le code est dans
Group;predicate;likeCode;Group.code LIKE '{codeParam.value}';which code contains;dont le code contient
Group;predicate;startCode;Group.code LIKE '{codeParam.value}%';which code starts with;dont le code démarre par
Group;predicate;endCode;Group.code LIKE '%{codeParam.value}';which code ends with;dont le code se termine par
Group;predicate;eqDisplayName;Group.displayName = '{displayNameParam.value}';which name is equal to;dont le nom est égal à
Group;predicate;neDisplayName;(Group.displayName != '{displayNameParam.value}') or (Group.displayName IS NULL);which name is not equal to;dont le nom n'est pas égal à
Group;predicate;inDisplayName;Group.displayName IN '{displayNameParam.value}';which name is in;dont le nom est dans
Group;predicate;likeDisplayName;Group.displayName LIKE '{displayNameParam.value}';which name contains;dont le nom contient
Group;predicate;startDisplayName;Group.displayName LIKE '{displayNameParam.value}%';which name starts with;dont le nom démarre par
Group;predicate;endDisplayName;Group.displayName LIKE '%{displayNameParam.value}';which name ends with;dont le nom se termine par
Group;predicate;eqRepoName;(Group.displayName = '{nameParam.value}') and (Group/Repository.code = '{repoParam.value}');which repository/name is equal to;dont le référentiel/nom est égal à
Group;predicate;inRepoName;(Group.displayName IN '{nameParam.value}') and (Group/Repository.code = '{repoParam.value}');which repository/name is in;dont le référentiel/nom est dans
Group;predicate;eqComment;Group.comment = '{commentParam.value}';which comment is equal to;dont le commentaire est égal à
Group;predicate;neComment;(Group.comment = '{commentParam.value}') or (Group.comment IS NULL);which comment is not equal to;dont le commentaire n'est pas égal à
Group;predicate;inComment;Group.comment IN '{commentParam.value}';which comment is in;dont le commentaire est dans
Group;predicate;likeComment;Group.comment LIKE '{commentParam.value}';which comment contains;dont le commentaire contient
Group;predicate;startComment;Group.comment LIKE '{commentParam.value}%';which comment starts with;dont le commentaire démarre par
Group;predicate;endComment;Group.comment LIKE '%{commentParam.value}';which comment ends with;dont le commentaire se termine par
Group;predicate;eqGroupType;Group.groupType = '{groupTypeParam.value}';which type is equal to;dont le type est égal à
Group;predicate;neGroupType;(Group.groupType != '{groupTypeParam.value}') or (Group.groupType IS NULL);which type is not equal to;dont le type n'est pas égal à
Group;predicate;inGroupType;Group.groupType IN '{groupTypeParam.value}';which type is in;dont le type est dans
Group;predicate;likeGroupType;Group.groupType LIKE '{groupTypeParam.value}';which type contains;dont le type contient
Group;predicate;startGroupType;Group.groupType LIKE '{groupTypeParam.value}%';which type starts with;dont le type démarre par
Group;predicate;endGroupType;Group.groupType LIKE '%{groupTypeParam.value}';which type ends with;dont le type se termine par
Group;predicate;eqDynamic;Group.dynamic = '1';dynamic;dynamiques
Group;predicate;neDynamic;Group.dynamic = '0';static;statiques
Group;predicate;eqRepository;(Group/Repository.code = '{repositoryParam.value}') or (Group/Repository.displayName = '{repositoryParam.value}');which repository name is equal to;dans les référentiels dont le nom est égal à
Group;predicate;neRepository;((Group/Repository.code != '{repositoryParam.value}') and (Group/Repository.displayName != '{repositoryParam.value}')) or (Group/Repository.recordUid IS NULL);which repository name is not equal to;dans les référentiels dont le nom n'est pas égal à
Group;predicate;inRepository;(Group/Repository.code IN '{repositoryParam.value}') or (Group/Repository.displayName IN '{repositoryParam.value}');which repository name is in;dans les référentiels dont le nom est dans
Group;predicate;likeRepository;(Group/Repository.code LIKE '{repositoryParam.value}') or (Group/Repository.displayName LIKE '{repositoryParam.value}');which repository name contains;dans les référentiels dont le nom contient
Group;predicate;startRepository;(Group/Repository.code LIKE '{repositoryParam.value}%') or (Group/Repository.displayName LIKE '{repositoryParam.value}%');which repository name starts with;dans les référentiels dont le nom démarre par
Group;predicate;endRepository;(Group/Repository.code LIKE '%{repositoryParam.value}') or (Group/Repository.displayName LIKE '%{repositoryParam.value}');which repository name ends with;dans les référentiels dont le nom se termine par
Group;predicate;isNew;Group.importAction = 'C';new in this timeslot;nouveaux dans cette période
Group;predicate;isNotNew;Group.importAction != 'C';not new in this timeslot;pas nouveaux dans cette période
Group;predicate;isModified;Group.importAction = 'U';modified since previous timeslot;modifiés depuis la période précédente
Group;predicate;isNotModified;Group.importAction != 'U';new or identical to previous timeslot;nouveaux ou identiques à la période précédente
Group;predicate;isSame;Group.importAction = 'N';identical to the previous timeslot;identiques à la période précédente
Group;predicate;isNotSame;Group.importAction != 'N';new or modified since previous timeslot;nouveaux ou modifiés par rapport à la période précédente
Group;predicate;willBeDeleted;Group.deletedAction = '1';that do not exist in the next timeslot;n'existant plus dans la période d'analyse suivante
Group;predicate;wontBeDeleted;(Group.deletedAction = '0') or (Group.deletedAction IS NULL);that still exist in the next timeslot;existant dans la période d'analyse suivante
Group;predicate;ltCreationDate;Group.creationDate < '{creationDateParam.value}';which was created is less than;qui ont été créés est plus petit que
Group;predicate;gtCreationDate;Group.creationDate > '{creationDateParam.value}';which was created is greater than;qui ont été créés est plus grand que
Group;predicate;betweenCreationDate;Group.creationDate > '{firstCreationDateParam.value}' and Group.creationDate < '{secondCreationDateParam.value}';which was created;qui ont été créés
Group;predicate;ltModificationDate;Group.modificationDate < '{modificationDateParam.value}';which was modified is less than;qui ont été modifiés est plus petit que
Group;predicate;gtModificationDate;Group.modificationDate > '{modificationDateParam.value}';which was modified is greater than;qui ont été modifiés est plus grand que
Group;predicate;betweenModificationDate;Group.modificationDate > '{firstModificationDateParam.value}' and Group.modificationDate < '{secondModificationDateParam.value}';which was modified;qui ont été modifiés
Group;predicate;eqUid;Group.uid = '{uidParam.value}';which internal identifier is equal to;dont l'identifiant interne est égal à
Group;predicate;inUid;Group.uid IN '{uidParam.value}';which internal identifier is in;dont l'identifiant interne est dans
Group;relationship;account;Group/AccountGroup/Account.recordUid IS NOT NULL;containing accounts directly;contenant directement des comptes
Group;relationship;upaccount;Group/UpAccountGroup/Account.recordUid IS NOT NULL;containing accounts;contenant des comptes
Group;relationship;parentgroup;Group/DirectGroupLink/Group.recordUid IS NOT NULL;having direct parent groups;ayant des groupes parents directs
Group;relationship;childgroup;Group/DirectGroupLink/Group.recordUid IS NOT NULL;containing groups directly;contenant directement des groupes
Group;relationship;upgroup;Group/GroupLink/Group.recordUid IS NOT NULL;having parent groups;ayant des groupes parents
Group;relationship;downgroup;Group/GroupLink/Group.recordUid IS NOT NULL;containing groups;contenant des groupes
Group;relationship;permission;Group/RightGroup/Permission/Permission.recordUid IS NOT NULL;having access to permission hiearchy;donnant accès à la hiérarchie de permissions
Group;relationship;directpermission;Group/RightGroup/Permission.recordUid IS NOT NULL;having access to permissions;donnant accès aux permissions
Group;relationship;downpermission;Group/DownRightGroup/Permission/Permission.recordUid IS NOT NULL;or ancestors having access to permission hierarchy;ou ascendants donnant accès à la hiérarchie permissions
Group;relationship;directdownpermission;Group/DownRightGroup/Permission.recordUid IS NOT NULL;or ancestors having access to permissions;ou ascendants donnant accès aux permissions
Group;relationship;vaultright;Group/GroupApp/CAVault.recordUid IS NOT NULL;administering vaults;administrant des vaults
Group;relationship;saferight;Group/GroupApp/CASafe.recordUid IS NOT NULL;accessing safes;pouvant accéder à des safes
Group;relationship;safeuserright;Group/GroupApp/CASafe.recordUid IS NOT NULL;using credentials in safes;pouvant utiliser les secrets de safes
Group;relationship;safeadminright;Group/GroupApp/CASafe.recordUid IS NOT NULL;administering safes;administrant des safes
Group;relationship;manager;Group/Account.recordUid IS NOT NULL;managed by accounts;gérés par des comptes
Group;relationship;managers;Group/Manager/Identity.recordUid IS NOT NULL;managed by identities;gérés par des identités
Group;relationship;repository;Group/Repository.recordUid IS NOT NULL;which repository name;dans les référentiels dont le nom
Group;relationship;controldiscrepancy;Group/ControlDiscrepancy.recordUid IS NOT NULL;being in discrepancy;qui sont en écart
Repository;predicate;eqCode;Repository.code = '{codeParam.value}';which code is equal to;dont le code est égal à
Repository;predicate;neCode;(Repository.code != '{codeParam.value}') or (Repository.code IS NULL);which code is not equal to;dont le code n'est pas égal à
Repository;predicate;inCode;Repository.code IN '{codeParam.value}';which code is in;dont le code est dans
Repository;predicate;likeCode;Repository.code LIKE '{codeParam.value}';which code contains;dont le code contient
Repository;predicate;startCode;Repository.code LIKE '{codeParam.value}%';which code starts with;dont le code démarre par
Repository;predicate;endCode;Repository.code LIKE '%{codeParam.value}';which code ends with;dont le code se termine par
Repository;predicate;eqDisplayName;Repository.displayName = '{displayNameParam.value}';which name is equal to;dont le nom est égal à
Repository;predicate;neDisplayName;(Repository.displayName != '{displayNameParam.value}') or (Repository.displayName IS NULL);which name is not equal to;dont le nom n'est pas égal à
Repository;predicate;inDisplayName;Repository.displayName IN '{displayNameParam.value}';which name is in;dont le nom est dans
Repository;predicate;likeDisplayName;Repository.displayName LIKE '{displayNameParam.value}';which name contains;dont le nom contient
Repository;predicate;startDisplayName;Repository.displayName LIKE '{displayNameParam.value}%';which name starts with;dont le nom démarre par
Repository;predicate;endDisplayName;Repository.displayName LIKE '%{displayNameParam.value}';which name ends with;dont le nom se termine par
Repository;predicate;eqRepositoryType;Repository.repositoryType = '{repositoryTypeParam.value}';which type is equal to;dont le type est égal à
Repository;predicate;inRepositoryType;Repository.repositoryType IN '{repositoryTypeParam.value}';which type is in;dont le type est dans
Repository;predicate;likeRepositoryType;Repository.repositoryType LIKE '{repositoryTypeParam.value}';which type contains;dont le type contient
Repository;predicate;startRepositoryType;Repository.repositoryType LIKE '{repositoryTypeParam.value}%';which type starts with;dont le type démarre par
Repository;predicate;eqUid;Repository.uid = '{uidParam.value}';which internal identifier is equal to;dont l'identifiant interne est égal à
Repository;predicate;inUid;Repository.uid IN '{uidParam.value}';which internal identifier is in;dont l'identifiant interne est dans
Repository;predicate;eqRepositoryFamily;Repository.repositoryFamily = '{repositoryFamilyParam.value}';which family is equal to;dont la famille est égal à
Repository;predicate;inRepositoryFamily;Repository.repositoryFamily IN '{repositoryFamilyParam.value}';which family is in;dont la famille est dans
Repository;predicate;likeRepositoryFamily;Repository.repositoryFamily LIKE '{repositoryFamilyParam.value}';which family contains;dont la famille contient
Repository;predicate;startRepositoryFamily;Repository.repositoryFamily LIKE '{repositoryFamilyParam.value}%';which family starts with;dont la famille démarre par
Repository;predicate;endRepositoryType;Repository.repositoryFamily LIKE '%{repositoryFamilyParam.value}';which type ends with;dont le type se termine par
Repository;relationship;account;Repository/Account.recordUid IS NOT NULL;containing accounts;contenant des comptes
Repository;relationship;group;Repository/Group.recordUid IS NOT NULL;containing groups;contenant des groupes
Repository;relationship;application;Repository/Application.recordUid IS NOT NULL;containing applications;contenant des applications
Repository;relationship;identity;Repository/Identity.recordUid IS NOT NULL;containing identities;contenant des identités
Repository;relationship;managers;Repository/Manager/Identity.recordUid IS NOT NULL;managed by identities;gérés par des identités
Repository;relationship;controldiscrepancy;Repository/ControlDiscrepancy.recordUid IS NOT NULL;being in discrepancy;qui sont en écart
Manager;predicate;eqIndirect;Manager.indirect = '1';which are indirect (N+x);indirects (N+x)
Manager;predicate;neIndirect;Manager.indirect = '0';which are direct (N+1);directs (N+1)
Manager;predicate;eqDelegation;(Manager.delegation = '1') or (Manager.delegation IS NULL);which are delegations;qui sont des délégations
Manager;predicate;neDelegation;Manager.delegation = '0';which are not delegations;qui ne sont pas des délégations
Manager;predicate;eqComment;Manager.comment = '{commentParam.value}';which description is equal to;dont la description est égal à
Manager;predicate;inComment;Manager.comment IN '{commentParam.value}';which description is in;dont la description est dans
Manager;predicate;likeComment;Manager.comment LIKE '{commentParam.value}';which description contains;dont la description contient
Manager;predicate;eqDelegationReason;Manager.delegationReason = '{delegationReasonParam.value}';which delegation reason is equal to;dont la raison de délégation est égal à
Manager;predicate;inDelegationReason;Manager.delegationReason IN '{delegationReasonParam.value}';which delegation reason is in;dont la raison de délégation est dans
Manager;predicate;likeDelegationReason;Manager.delegationReason LIKE '{delegationReasonParam.value}';which delegation reason contains;dont la raison de délégation contient
ControlLogV2;predicate;eqControlCode;ControlLogV2.controlCode = '{controlCodeParam.value}';which code is equal to;dont le code est égal à
ControlLogV2;predicate;neControlCode;(ControlLogV2.controlCode != '{controlCodeParam.value}') or (ControlLogV2.controlCode IS NULL);which code is not equal to;dont le code n'est pas égal à
ControlLogV2;predicate;inControlCode;ControlLogV2.controlCode IN '{controlCodeParam.value}';which code is in;dont le code est dans
ControlLogV2;predicate;likeControlCode;ControlLogV2.controlCode LIKE '{controlCodeParam.value}';which code contains;dont le code contient
